INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (0, 'nom-0', 'prenom-0', TO_DATE('12/10/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (35, 'nom-35', 'prenom-35', TO_DATE('24/3/1997', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (36, 'nom-36', 'prenom-36', TO_DATE('24/3/1986', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (37, 'nom-37', 'prenom-37', TO_DATE('19/11/2000', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (38, 'nom-38', 'prenom-38', TO_DATE('5/8/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (39, 'nom-39', 'prenom-39', TO_DATE('9/3/1988', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (40, 'nom-40', 'prenom-40', TO_DATE('2/6/1991', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (41, 'nom-41', 'prenom-41', TO_DATE('20/4/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (42, 'nom-42', 'prenom-42', TO_DATE('30/6/1991', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (43, 'nom-43', 'prenom-43', TO_DATE('5/12/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (44, 'nom-44', 'prenom-44', TO_DATE('1/1/1987', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (45, 'nom-45', 'prenom-45', TO_DATE('16/7/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (46, 'nom-46', 'prenom-46', TO_DATE('1/5/1982', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (47, 'nom-47', 'prenom-47', TO_DATE('5/9/1997', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (48, 'nom-48', 'prenom-48', TO_DATE('19/3/1981', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (49, 'nom-49', 'prenom-49', TO_DATE('9/3/1991', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (50, 'nom-50', 'prenom-50', TO_DATE('24/9/1985', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (51, 'nom-51', 'prenom-51', TO_DATE('23/7/1993', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (52, 'nom-52', 'prenom-52', TO_DATE('27/8/1984', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (53, 'nom-53', 'prenom-53', TO_DATE('1/1/1988', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (54, 'nom-54', 'prenom-54', TO_DATE('12/10/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (55, 'nom-55', 'prenom-55', TO_DATE('29/1/1986', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (56, 'nom-56', 'prenom-56', TO_DATE('27/7/1991', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (57, 'nom-57', 'prenom-57', TO_DATE('29/10/1989', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (58, 'nom-58', 'prenom-58', TO_DATE('26/4/1983', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (59, 'nom-59', 'prenom-59', TO_DATE('23/9/1987', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (60, 'nom-60', 'prenom-60', TO_DATE('15/8/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (61, 'nom-61', 'prenom-61', TO_DATE('28/8/1997', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (62, 'nom-62', 'prenom-62', TO_DATE('19/8/1980', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (63, 'nom-63', 'prenom-63', TO_DATE('15/6/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (64, 'nom-64', 'prenom-64', TO_DATE('20/12/1993', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (65, 'nom-65', 'prenom-65', TO_DATE('25/8/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (66, 'nom-66', 'prenom-66', TO_DATE('20/1/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (67, 'nom-67', 'prenom-67', TO_DATE('22/12/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (68, 'nom-68', 'prenom-68', TO_DATE('17/3/1980', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (69, 'nom-69', 'prenom-69', TO_DATE('15/12/1997', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (70, 'nom-70', 'prenom-70', TO_DATE('2/11/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (71, 'nom-71', 'prenom-71', TO_DATE('4/7/1984', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (72, 'nom-72', 'prenom-72', TO_DATE('31/3/1981', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (73, 'nom-73', 'prenom-73', TO_DATE('5/11/1983', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (74, 'nom-74', 'prenom-74', TO_DATE('14/7/1983', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (75, 'nom-75', 'prenom-75', TO_DATE('31/8/1988', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (76, 'nom-76', 'prenom-76', TO_DATE('7/5/1982', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (77, 'nom-77', 'prenom-77', TO_DATE('30/2/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (78, 'nom-78', 'prenom-78', TO_DATE('8/9/1980', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (79, 'nom-79', 'prenom-79', TO_DATE('5/10/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (80, 'nom-80', 'prenom-80', TO_DATE('8/5/1982', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (81, 'nom-81', 'prenom-81', TO_DATE('14/2/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (82, 'nom-82', 'prenom-82', TO_DATE('24/1/1981', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (83, 'nom-83', 'prenom-83', TO_DATE('9/8/1992', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (84, 'nom-84', 'prenom-84', TO_DATE('15/8/1985', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (85, 'nom-85', 'prenom-85', TO_DATE('16/4/1986', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (86, 'nom-86', 'prenom-86', TO_DATE('1/1/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (87, 'nom-87', 'prenom-87', TO_DATE('22/7/1990', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (88, 'nom-88', 'prenom-88', TO_DATE('24/6/1980', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (89, 'nom-89', 'prenom-89', TO_DATE('10/2/1991', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (90, 'nom-90', 'prenom-90', TO_DATE('29/9/1989', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (91, 'nom-91', 'prenom-91', TO_DATE('27/7/1995', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (92, 'nom-92', 'prenom-92', TO_DATE('8/4/1999', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (93, 'nom-93', 'prenom-93', TO_DATE('14/6/1989', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (94, 'nom-94', 'prenom-94', TO_DATE('3/9/1985', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (95, 'nom-95', 'prenom-95', TO_DATE('18/8/1996', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (96, 'nom-96', 'prenom-96', TO_DATE('5/12/1987', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (97, 'nom-97', 'prenom-97', TO_DATE('12/12/1998', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (98, 'nom-98', 'prenom-98', TO_DATE('15/1/1989', 'DD/MM/YYYY'));
INSERT INTO Etudiant (NumEtd, Nom, Prenom, DateN)  VALUES (99, 'nom-99', 'prenom-99', TO_DATE('23/5/1988', 'DD/MM/YYYY'));
